zip,month,pm25_clim_month
01824,1,9.34184790541527
01826,1,9.12200545540797
01827,1,9.89405439595193
01830,1,8.60645161290323
01832,1,9.18553658022349
01833,1,8.18216318785579
01834,1,8.29882634057207
01835,1,9.13101229271512
01840,1,10.685009487666
01841,1,10.326164874552
01843,1,10.4592030360531
01844,1,9.35851518026566
01845,1,9.21939326976197
01850,1,10.3709677419355
01851,1,10.6421252371916
01852,1,10.3597933797175
01854,1,10.1105313092979
01860,1,8.19289154867903
01862,1,8.97702629438872
01863,1,9.17065148640101
01864,1,8.73308032890576
01867,1,9.29076533839342
01876,1,8.93123854243721
01879,1,9.64609145365926
01880,1,9.84060721062619
01886,1,9.82419786096257
01887,1,9.0266026714291
01890,1,9.74762808349146
01901,1,10.3092979127135
01902,1,10.0569259962049
01904,1,9.26458728652751
01905,1,9.95564516129032
01906,1,9.68844876660341
01907,1,9.70066413662239
01908,1,8.54696394686907
01913,1,8.11219165085389
01915,1,9.18676470588235
01921,1,8.86478013365234
01922,1,7.70815939278937
01923,1,9.35406023451564
01929,1,7.67634683606963
01930,1,7.61332216170926
01937,1,8.3111954459203
01938,1,8.05218216318786
01940,1,8.62449173217674
01944,1,8.24318386098072
01945,1,9.27864545321851
01949,1,8.59944397864172
01950,1,8.36608335090309
01951,1,8.03145060357705
01952,1,8.06960313294844
01960,1,9.75030938041416
01965,1,8.21537001897533
01966,1,7.45581458389808
01969,1,7.96267094156906
01970,1,9.56364986387262
01982,1,8.24406493780308
01983,1,7.85801986828887
01984,1,8.1778146742568
01985,1,7.8778636552969
02019,1,8.97308314006606
02021,1,8.89508366396412
02025,1,8.55127134724858
02026,1,9.5595825426945
02030,1,9.78851992409867
02032,1,9.10468058191018
02035,1,8.76679971209841
02038,1,9.01292373967896
02043,1,8.58880756603717
02045,1,8.38125821048022
02047,1,7.35863377609108
02048,1,8.68780585239189
02050,1,8.47879563795981
02052,1,9.21318564935352
02053,1,9.10799674708593
02054,1,9.62903225806452
02056,1,9.44444444444444
02061,1,8.72148071913292
02062,1,9.98259504024079
02066,1,8.32348628601
02067,1,8.75068679373531
02071,1,8.75806451612903
02072,1,8.89422261698091
02081,1,8.98821339950372
02090,1,9.3598412972227
02093,1,9.20445920303605
02108,1,11.4459203036053
02109,1,10.9070208728653
02110,1,10.7457305502846
02111,1,11.2827324478178
02113,1,10.9070208728653
02114,1,12.2960151802657
02115,1,12.0044275774826
02116,1,12.7621758380772
02118,1,10.7400379506641
02119,1,10.4217267552182
02120,1,11.6337760910816
02121,1,10.6747628083491
02122,1,10.4481973434535
02124,1,10.3746272702629
02125,1,10.4793168880455
02126,1,9.98481973434535
02127,1,10.6941176470588
02128,1,10.9789038955241
02129,1,10.5187855787476
02130,1,10.1267552182163
02131,1,10.2177946447396
02132,1,10.107575536418
02133,1,11.4459203036053
02134,1,10.4848197343454
02135,1,10.5234029095509
02136,1,10.4405196321705
02138,1,10.9084440227704
02139,1,10.8611638203669
02140,1,10.5357368753953
02141,1,10.8292220113852
02142,1,10.6432637571157
02143,1,10.6056293485136
02144,1,10.5098039215686
02145,1,10.5241935483871
02148,1,10.2823258335592
02149,1,10.5986717267552
02150,1,10.7593295382669
02151,1,10.2771397183661
02152,1,9.83301707779886
02155,1,9.88409867172676
02163,1,10.4174573055028
02169,1,9.49802553977127
02170,1,10.3469323213156
02171,1,10.4058010300895
02176,1,10.0895635673624
02180,1,9.75432525951557
02184,1,9.78840298309871
02186,1,9.2558959067498
02188,1,9.74117647058824
02189,1,9.91913589257043
02190,1,9.06805244091771
02191,1,9.16959203036053
02199,1,14.0645161290323
02203,1,10.9070208728653
02205,1,11.314990512334
02210,1,10.6210355109786
02215,1,14.3301707779886
02301,1,9.35730037437817
02302,1,9.67228020240354
02322,1,9.44449715370019
02324,1,8.1046386685261
02325,1,9.44212523719165
02330,1,8.03418918238149
02332,1,8.96955450451726
02333,1,8.0141709394808
02338,1,8.11629167796151
02339,1,8.18338303063161
02341,1,8.02528669251712
02343,1,8.9086473298997
02346,1,8.62194273073146
02347,1,8.39355210775012
02350,1,7.18785578747628
02351,1,8.54022770398482
02356,1,8.64431239388795
02357,1,8.06831119544592
02359,1,8.2020448044408
02360,1,8.79937287200399
02364,1,8.23499646537932
02366,1,10.1404174573055
02367,1,8.52891479172314
02368,1,9.59528327460016
02370,1,8.71556631551397
02375,1,8.47138719664437
02379,1,8.1576717708839
02382,1,8.54554079696395
02420,1,8.87733005915839
02421,1,9.1482605945604
02445,1,9.82479443390259
02446,1,10.4535104364326
02451,1,9.91068943706515
02452,1,10.0346731067794
02453,1,10.4114727776967
02457,1,8.50664136622391
02458,1,10.6004337218758
02459,1,10.031528244052
02460,1,10.7506641366224
02461,1,10.0721062618596
02462,1,10.5578747628084
02464,1,10.3946869070209
02465,1,10.7931688804554
02466,1,10.0787476280835
02467,1,9.44579380139152
02468,1,9.99278937381404
02472,1,10.5743687052985
02474,1,9.96032430567535
02476,1,10.6299810246679
02478,1,9.64911448450348
02481,1,9.00910815939279
02482,1,8.84231499051233
02492,1,9.43597461231434
02493,1,9.48027356103732
02494,1,9.97343453510436
02532,1,8.27518975332068
02534,1,7.78296963946869
02535,1,7.01047246174909
02536,1,7.66898032557675
02537,1,7.28907298560652
02538,1,8.46829122141216
02539,1,6.99943074003795
02540,1,7.51469306118263
02542,1,7.88024193548387
02543,1,7.00893676929669
02553,1,7.46204933586338
02554,1,6.82682946951572
02556,1,8.10648509878335
02557,1,7.54188126863649
02558,1,8.14358001265022
02559,1,8.24430740037951
02561,1,7.76470588235294
02562,1,7.7923556519382
02563,1,7.8138045540797
02564,1,6.52992927376229
02568,1,7.08071458323692
02571,1,8.39176762516421
02575,1,6.97150989428029
02576,1,8.17900063251107
02584,1,6.60531309297913
02601,1,8.46349311112945
02630,1,7.60666847384115
02631,1,7.05829643685431
02632,1,8.14299810246679
02633,1,7.46740858505565
02635,1,7.71303459349
02637,1,7.14231499051233
02638,1,7.55897333466494
02639,1,8.5457779886148
02641,1,6.45513689346706
02642,1,7.35330453389318
02643,1,6.76723592662871
02644,1,7.67514231499051
02645,1,7.39766342969826
02646,1,7.86685641998735
02647,1,8.91081593927894
02648,1,7.66053130929791
02649,1,7.59398627937527
02650,1,7.6326375711575
02652,1,7.15060791341626
02653,1,7.25897814322862
02655,1,7.60855006139078
02657,1,6.94762808349146
02659,1,8.16047709406343
02660,1,8.04824113268136
02663,1,6.72148429264179
02664,1,8.3938330170778
02666,1,7.32469503930605
02667,1,7.17461178019595
02668,1,7.43732559437437
02670,1,8.62239089184061
02671,1,7.58254269449715
02672,1,8.69734345351044
02673,1,7.98777145266709
02675,1,7.43096774193548
02702,1,8.62695226974165
02703,1,8.73641317569212
02713,1,6.93939753320683
02715,1,8.19108159392789
02717,1,8.95980679661894
02718,1,8.14648956356736
02719,1,8.64806339993303
02720,1,9.20064351126145
02721,1,9.57554554079696
02723,1,9.60879190385832
02724,1,8.54757386825698
02725,1,8.6280834914611
02726,1,8.7382458359688
02738,1,9.19197614529683
02739,1,9.37796213759322
02740,1,9.35687178097045
02743,1,8.98184812573843
02744,1,8.88804554079697
02745,1,8.96526054590571
02746,1,9.36161561398753
02747,1,8.84947858382394
02748,1,8.31651476031978
02760,1,8.75969353048584
02762,1,8.92498418722328
02763,1,8.54648956356736
02764,1,8.45207291127595
02766,1,8.63123061970658
02767,1,8.32293815141765
02769,1,8.66565464895636
02770,1,9.20003994806751
02771,1,8.72046731406035
02777,1,7.96659191535852
02779,1,8.1383180588639
02780,1,8.54222979514386
02790,1,8.37081793668231
02791,1,7.63804554079696
02802,1,8.10815939278937
02804,1,7.95625416688035
02806,1,8.31678262702931
02807,1,7.32119398627938
02808,1,7.7098771596924
02809,1,8.68769765970905
02812,1,8.67138174918061
02813,1,8.44411488366095
02814,1,10.1255902210847
02815,1,9.95382669196712
02816,1,9.14757481940145
02817,1,9.15264018844468
02818,1,8.23201934259656
02822,1,8.83179723502304
02823,1,7.79696394686907
02824,1,9.18406072106262
02825,1,10.0668973471742
02826,1,10.438330170778
02827,1,9.74739089184061
02828,1,9.10284629981025
02829,1,10.4278937381404
02830,1,9.9353507107427
02831,1,9.24971537001898
02832,1,8.73835125448029
02833,1,8.34653700189753
02835,1,8.215493771141
02836,1,7.52182163187856
02837,1,7.65061293334538
02838,1,9.2022770398482
02839,1,9.52240548824989
02840,1,8.60215053763441
02841,1,7.84440227703985
02842,1,8.37186379928316
02852,1,8.14069179945589
02857,1,10.0139243443955
02858,1,9.05249841872233
02859,1,10.0984458299449
02860,1,10.1873136351315
02861,1,9.98550974642056
02863,1,11.4068311195446
02864,1,9.3246890153911
02865,1,8.65921111066252
02871,1,8.03303940171894
02872,1,9.14623655913979
02873,1,8.58804554079696
02874,1,7.99774103189663
02875,1,7.9573055028463
02876,1,8.66603415559772
02878,1,8.20328627729007
02879,1,8.44869760220804
02881,1,8.01366223908918
02882,1,8.3056293485136
02885,1,8.44231499051234
02886,1,9.642089093702
02888,1,9.96571790006325
02889,1,9.54224801875209
02891,1,8.13806451612903
02892,1,8.07587636073105
02893,1,9.41330080419264
02894,1,8.31959880726484
02895,1,10.092220113852
02896,1,9.37250948766603
02898,1,8.2595403752899
02903,1,10.3270082226439
02904,1,9.81363513147194
02905,1,10.0404807084124
02906,1,9.85321225264299
02907,1,9.91878557874763
02908,1,10.178605313093
02909,1,9.97983870967742
02910,1,10.0570841239722
02911,1,10.1223908918406
02912,1,10.0170777988615
02914,1,9.7921568627451
02915,1,9.47734819734345
02916,1,9.90403903496883
02917,1,9.15011596036264
02918,1,10.1385199240987
02919,1,9.02127947953375
02920,1,9.84223366766062
02921,1,8.63504111321948
03031,1,9.05214343802037
03032,1,9.46665432498727
03033,1,9.23490029000036
03034,1,9.3029932056069
03036,1,9.55463922541722
03037,1,9.07135793890478
03038,1,9.79121661071376
03042,1,8.90659076533839
03043,1,8.85380168571555
03044,1,9.3608411106378
03045,1,8.9053739572518
03046,1,8.88857263335442
03047,1,8.79846199940078
03048,1,9.24627609108159
03049,1,9.30963747128733
03051,1,9.50826455728035
03052,1,9.17858876483827
03053,1,9.49479335400565
03054,1,9.04356659574876
03055,1,8.92794644739616
03057,1,9.16533600658766
03060,1,10.2338959352841
03062,1,9.27899159663866
03063,1,9.46046805819102
03064,1,9.42452992927376
03070,1,8.96124478178368
03071,1,8.88130736165434
03076,1,10.1080554183671
03077,1,9.12435461806628
03079,1,9.18411132194813
03082,1,9.003889943074
03084,1,8.9301891412132
03086,1,9.06210321643592
03087,1,9.96853457593736
03101,1,10.1258697027198
03102,1,9.27584510506712
03103,1,10.0652189191089
03104,1,9.2368880455408
03106,1,9.00274497522153
03109,1,9.29558392271865
03110,1,9.0723259762309
03215,1,6.82055965391159
03216,1,7.47477253928867
03217,1,6.78884672148429
03218,1,8.27817836812144
03220,1,7.60034429468495
03221,1,8.25750038463511
03222,1,6.91533307585095
03223,1,6.60669227565141
03224,1,8.38659980121081
03225,1,8.27398528254732
03226,1,6.80056135357369
03227,1,6.63209610945262
03229,1,8.44881039264341
03230,1,7.27549609236806
03231,1,7.27324478178368
03233,1,7.1707779886148
03234,1,8.75372729737056
03235,1,7.55886569681636
03237,1,8.17966733336752
03238,1,6.6584440227704
03240,1,7.2446899675583
03241,1,6.80253900018472
03242,1,8.47844944429385
03243,1,7.41917773561037
03244,1,8.60364580438735
03245,1,6.76967295457082
03246,1,7.40389626818469
03249,1,7.42324784232111
03251,1,6.78634962049336
03253,1,7.03904923599321
03254,1,6.80312230464033
03255,1,8.01652804625016
03256,1,6.92917058291511
03257,1,7.36975476184757
03258,1,8.58643263757116
03259,1,6.59011346474074
03260,1,7.72139393391765
03261,1,8.65790495083664
03262,1,6.6158850637029
03263,1,8.42333698586204
03264,1,6.7469299344814
03266,1,6.74788841579118
03268,1,7.97386766768418
03269,1,7.21215440062148
03273,1,8.03225806451613
03275,1,8.92764690455254
03276,1,7.8360985419809
03278,1,8.26821944658757
03279,1,6.6625415944779
03280,1,8.58470532425494
03281,1,8.75801515832886
03282,1,6.76129032258065
03284,1,7.40903700189753
03285,1,6.54543959519292
03287,1,7.43394069637183
03290,1,9.12653406686416
03291,1,8.93168880455408
03293,1,6.53851992409867
03301,1,8.60282493685361
03303,1,8.39492529058957
03304,1,8.88540750682649
03307,1,8.34652834526794
03431,1,8.99957832595404
03440,1,8.60838144454762
03441,1,9.35594560404807
03442,1,8.32280388436209
03443,1,9.01040582726327
03444,1,8.86771116467511
03445,1,9.01700619383481
03446,1,9.1140312868861
03447,1,9.29636018630326
03448,1,8.96837444655282
03449,1,8.69272612270715
03450,1,8.74145306017432
03451,1,8.86256438059095
03452,1,8.87770242946465
03455,1,9.11501761995121
03456,1,8.66800467085097
03457,1,8.82307138650789
03458,1,8.73331597028438
03461,1,8.90139485335731
03462,1,9.06776029870845
03464,1,8.7100262306061
03465,1,9.19639468690702
03466,1,8.66749040201227
03467,1,8.76392558832396
03470,1,9.36034743980113
03561,1,6.79904049264258
03570,1,6.51950871826824
03574,1,6.61338649269059
03575,1,6.58765143774632
03576,1,6.79259137034898
03579,1,6.6854785167544
03580,1,6.73614070938549
03581,1,6.41263797922915
03582,1,6.66449000914196
03583,1,6.61627019021613
03584,1,6.72116518795836
03585,1,6.76213125579918
03586,1,6.73275142314991
03588,1,6.57921781330288
03590,1,6.74292220113852
03592,1,6.90260690362426
03593,1,6.55889061391908
03595,1,6.60703161361928
03597,1,6.71857033617492
03598,1,6.68562159515211
03601,1,8.77534856859995
03602,1,8.67437050934908
03603,1,8.09042033235582
03604,1,8.04554079696395
03605,1,8.71912383466711
03607,1,8.86305462473253
03608,1,8.37829378508969
03609,1,8.10721062618596
03740,1,6.75683278404741
03741,1,6.98069541559443
03743,1,7.95791424904849
03745,1,7.68632194813409
03748,1,7.18623497786211
03750,1,6.93457463630614
03751,1,7.58491461100569
03752,1,8.52240313399033
03753,1,7.34832012501395
03755,1,7.02003191305848
03765,1,6.75319418089817
03766,1,7.19175178650733
03768,1,6.80601004857208
03770,1,7.31396876368414
03771,1,6.80274026118987
03773,1,8.16941671479251
03774,1,6.70051433136922
03777,1,6.76274153459658
03779,1,6.73478195160451
03780,1,6.66442125237192
03781,1,7.41173798006254
03782,1,7.99343769765971
03784,1,7.50284629981025
03785,1,6.73668077652898
03801,1,8.24087240803823
03809,1,7.88478366553233
03810,1,7.53628052127276
03811,1,9.16376286585015
03812,1,6.564500227916
03813,1,6.51308903961183
03814,1,6.78806401235915
03816,1,6.76139152435168
03817,1,6.47726755218216
03818,1,6.51648630838487
03819,1,9.48669015993494
03820,1,7.94515012836254
03823,1,7.96700400590344
03824,1,7.97827190849079
03825,1,8.45479804825156
03826,1,8.87033523086654
03827,1,8.3573687539532
03830,1,7.50504032258065
03832,1,7.02281968505878
03833,1,8.33556820577694
03835,1,8.1733764124656
03836,1,7.01354148697602
03837,1,8.23915461624027
03838,1,6.41840607210626
03839,1,7.90101201771031
03840,1,7.56975931289324
03841,1,9.3119911856522
03842,1,8.16440422322775
03844,1,7.76270847897733
03845,1,6.40448062679807
03846,1,6.44511135523819
03847,1,6.34788108791904
03848,1,8.73431474566934
03849,1,6.51130148454069
03850,1,6.68809297912714
03851,1,8.05440461646435
03852,1,8.0101201771031
03853,1,7.05946949816303
03854,1,7.26660341555977
03855,1,7.88628354567634
03856,1,8.32238090482373
03857,1,8.08026565464896
03858,1,8.55098742005763
03860,1,6.53494623655914
03861,1,8.39652011706815
03862,1,7.83196844102667
03864,1,7.04335380953912
03865,1,8.66433291892953
03867,1,8.02609108159393
03868,1,7.96432637571158
03869,1,7.38979326875062
03870,1,7.43040119273516
03871,1,7.7134724857685
03872,1,7.77310246679317
03873,1,9.41930490362529
03874,1,8.42466793168881
03875,1,6.58011806873287
03878,1,7.96647691334598
03882,1,7.37241305928461
03883,1,6.7925715088903
03884,1,8.67925278219396
03885,1,7.39233561587328
03886,1,6.61296072681272
03887,1,7.97277039848197
03890,1,6.73055028462998
03894,1,7.07434063528064
03897,1,6.52403542061986
03901,1,7.94719983287781
03902,1,7.90860860473221
03903,1,7.23336329438397
03904,1,7.70519713261649
03905,1,7.376449504533
03906,1,8.09456615490771
03907,1,7.21399957832596
03908,1,7.69669429741336
03909,1,7.49777330286953
03910,1,6.47817836812144
03911,1,6.83491461100569
04001,1,7.76167307286852
04002,1,7.65354838709677
04003,1,6.43074003795066
04005,1,7.47656195094525
04006,1,6.77039848197344
04008,1,6.08631462026195
04009,1,7.09666316766927
04010,1,7.28257817682541
04011,1,6.30079172937251
04015,1,7.10642146517938
04017,1,6.16571790006325
04019,1,6.44592030360531
04020,1,7.59462852138374
04021,1,6.39861061975364
04022,1,7.39065130822888
04024,1,7.82970742685672
04027,1,8.17861562577345
04029,1,7.5726171361845
04030,1,7.62428842504744
04032,1,6.19984658242158
04037,1,6.58933500086252
04038,1,6.96473855511015
04039,1,6.58407296321234
04040,1,6.94882529000959
04041,1,7.52976131029662
04042,1,7.65752586154129
04043,1,7.00348839438024
04046,1,7.19600313243577
04047,1,7.91847003389975
04048,1,7.54385152959689
04049,1,7.66038637959629
04050,1,6.32795698924731
04051,1,6.41385199240987
04055,1,7.30519513821222
04056,1,7.67647058823529
04057,1,7.03225806451613
04061,1,7.87724184366775
04062,1,6.69281611757065
04063,1,7.75332068311195
04064,1,7.24014336917563
04066,1,6.17267552182163
04068,1,7.70814777523913
04069,1,6.24843732559437
04071,1,7.08641074295723
04072,1,6.96170432982577
04073,1,7.64488017429194
04074,1,6.80646620931251
04076,1,7.84980785483074
04079,1,6.18206061849326
04083,1,7.84366774805656
04084,1,7.50632983092129
04085,1,7.79763598987982
04086,1,6.18318493650562
04087,1,7.84171122994653
04088,1,6.5462871600253
04090,1,7.19393255026135
04091,1,7.74949290060852
04092,1,7.24222741205663
04093,1,7.23252433127257
04095,1,7.746110056926
04096,1,6.35442843222729
04097,1,6.26305319214054
04101,1,8.31282190295473
04102,1,7.77988614800759
04103,1,7.61465479492045
04105,1,6.49914268078005
04106,1,7.92090282632578
04107,1,6.4969104267017
04108,1,6.35926628716003
04109,1,6.4326375711575
04110,1,6.20177103099304
04210,1,6.63489051534593
04216,1,6.42228820180824
04217,1,6.29493829554426
04219,1,6.30512127712235
04220,1,6.60870588235294
04221,1,6.24676365169724
04222,1,6.21847804750376
04224,1,6.18765064875122
04226,1,6.26894370651486
04227,1,6.10246679316888
04231,1,6.32070189941195
04234,1,6.17836812144213
04236,1,6.25576168456735
04237,1,6.26812969226962
04238,1,7.07982504100602
04239,1,6.19274457094666
04240,1,6.7514050781603
04250,1,6.32279750609922
04252,1,6.322639943074
04253,1,6.23931623931624
04254,1,6.27463630613536
04255,1,6.33776091081594
04256,1,6.87592581257269
04257,1,6.24365426394962
04258,1,6.70285066195555
04259,1,6.17081671378229
04260,1,6.45352399024126
04261,1,6.38252600609436
04263,1,6.25737316682112
04265,1,6.15448152695613
04267,1,6.28178368121442
04268,1,6.51646547431602
04270,1,7.15382163187856
04271,1,6.48197343453511
04274,1,6.73649402835138
04275,1,6.28427295387077
04276,1,6.28561632254307
04280,1,6.21239029886148
04281,1,6.90122028355008
04282,1,6.33645045970625
04284,1,6.20425589590675
04285,1,6.19374222113403
04286,1,6.21821631878558
04287,1,6.22429435483871
04289,1,6.39110870154514
04290,1,6.2395016912796
04292,1,6.31288862939717
04294,1,6.18810483870968
04330,1,6.04382571887316
04341,1,5.91271347248577
04342,1,6.13915243516761
04344,1,5.99275487321028
04345,1,6.05811409132092
04346,1,6.36495888678052
04347,1,6.140522875817
04348,1,6.1363322721784
04349,1,6.12369177800818
04350,1,6.05472292799023
04351,1,6.01006267609683
04352,1,6.05149354226602
04353,1,6.22479625407833
04354,1,5.85686562014835
04355,1,6.04887202192705
04357,1,5.99512354369427
04358,1,5.88384302860269
04359,1,6.13187855787476
04360,1,6.03880845312053
04363,1,6.00779083345497
04364,1,6.14243465476862
04401,1,5.71933871587851
04406,1,5.72556471108107
04408,1,5.49814654505883
04410,1,5.46173308032891
04411,1,5.92082226438963
04412,1,5.94719907598383
04413,1,4.91719791793604
04414,1,5.44589416678428
04415,1,5.33776091081594
04416,1,5.49249611868208
04417,1,5.37636841337031
04418,1,5.69837896448902
04419,1,5.51674397357509
04421,1,5.75974310319661
04422,1,5.47156862745098
04424,1,4.96595728668878
04426,1,5.49334345351044
04427,1,5.52190136016456
04428,1,5.45381814452023
04429,1,5.3714715118134
04430,1,5.3172180513159
04431,1,5.39468690702087
04434,1,5.59695368993282
04435,1,5.58503423809917
04438,1,5.49422114887011
04441,1,5.65756062850002
04442,1,5.86232718894009
04443,1,5.598559161226
04444,1,5.58400518350535
04448,1,5.49677036014797
04449,1,5.43482455858232
04450,1,5.47752004027417
04451,1,5.1434923755744
04453,1,5.77301490441281
04454,1,5.03115949265954
04455,1,5.11035575012327
04456,1,5.49463786964587
04457,1,5.27844890750935
04459,1,5.44206064031653
04460,1,5.21290008938793
04461,1,5.58927408966883
04462,1,5.46705604112778
04463,1,5.45252757039527
04464,1,5.64359318996416
04468,1,5.54844563250294
04469,1,7.04743833017078
04471,1,4.98462874886025
04472,1,5.46809083675093
04473,1,5.52837674659307
04474,1,5.46894839178204
04475,1,5.26113405514008
04476,1,5.75983267207176
04478,1,6.00268383977542
04479,1,5.56710513620429
04481,1,5.45144497993317
04485,1,5.75483277988615
04487,1,5.03289144801413
04488,1,5.54992995087694
